,Start date,Start station number,End station number,Bike model,Total duration (m),Start time,start_coordinates,end_coordinates,public_transport,cycling
787,20250131,22163,200156,CLASSIC,27,2210,"51.504044,-0.104778","51.527152,-0.058005",33.0,22.0
788,20250131,200119,200120,CLASSIC,3,2209,"51.46506424,-0.163750945","51.46489445,-0.17302926",11.0,3.0
789,20250131,1148,1135,CLASSIC,7,2209,"51.49357351,-0.139956043","51.48483991,-0.138089062",17.0,4.0
790,20250131,3444,3463,CLASSIC,7,2209,"51.49159394,-0.192369256","51.50040123,-0.195455928",13.0,7.0
791,20250131,3436,200189,PBSC_EBIKE,21,2208,"51.50136494,-0.191462381","51.48498496,-0.167919869",25.0,11.0
792,20250131,3445,200158,CLASSIC,5,2208,"51.5263778,-0.078130921","51.534464,-0.076341",6.0,3.0
793,20250131,2667,300059,CLASSIC,6,2208,"51.500845,-0.074704305","51.492221,-0.0625130999999896",20.0,5.0
794,20250131,1064,3502,CLASSIC,8,2208,"51.525615,-0.0885326000000077","51.526293,-0.073955",13.0,5.0
795,20250131,200248,1047,CLASSIC,7,2208,"51.53213,-0.08299","51.53095071,-0.078505384",4.0,1.0
796,20250131,1064,3502,CLASSIC,8,2208,"51.525615,-0.0885326000000077","51.526293,-0.073955",13.0,5.0
797,20250131,1138,993,CLASSIC,37,2208,"51.49236962,-0.147478734","51.527326,-0.13605286",29.0,24.0
798,20250131,22171,3507,CLASSIC,11,2209,"51.51824,-0.11655","51.519572,-0.13214036",21.0,5.0
799,20250131,3420,300005,CLASSIC,8,2209,"51.49313,-0.156876","51.47729232,-0.16478637",16.0,9.0
800,20250131,1201,1064,CLASSIC,934,2207,"51.51444134,-0.087587447","51.525615,-0.0885326000000077",15.0,7.0
801,20250131,200180,200098,CLASSIC,8,2207,"51.46706414,-0.193502076","51.48102131,-0.209973497",16.0,7.0
802,20250131,3500,1105,PBSC_EBIKE,8,2207,"51.52702563,-0.088542771","51.51492456,-0.066078037",22.0,12.0
803,20250131,1049,1222,CLASSIC,3,2207,"51.52600832,-0.096317627","51.528246,-0.10102611",7.0,2.0
804,20250131,300234,200252,PBSC_EBIKE,42,2207,"51.541793,-0.00481","51.528169,-0.018703",17.0,9.0
805,20250131,1142,200239,CLASSIC,14,2207,"51.5034938,-0.07962099","51.51793,-0.067937",26.0,9.0
806,20250131,1049,1222,CLASSIC,3,2207,"51.52600832,-0.096317627","51.528246,-0.10102611",7.0,2.0
807,20250131,200112,200014,CLASSIC,4,2207,"51.54211855,-0.028941601","51.535179,-0.03338",15.0,3.0
808,20250131,3439,3470,CLASSIC,2,2207,"51.5262503,-0.123509611","51.52891573,-0.115480888",10.0,2.0
809,20250131,200134,200016,CLASSIC,5,2207,"51.528302,-0.144466","51.542138,-0.145393",15.0,6.0
810,20250131,200001,200201,CLASSIC,7,2207,"51.485587,-0.18119","51.47696496,-0.174347066",20.0,6.0
811,20250131,200112,200014,CLASSIC,4,2207,"51.54211855,-0.028941601","51.535179,-0.03338",15.0,3.0
812,20250131,1100,300005,PBSC_EBIKE,19,2207,"51.512582,-0.1150572999999894","51.47729232,-0.16478637",40.0,25.0
813,20250131,300072,3431,CLASSIC,10,2206,"51.52456169,-0.165668686","51.5099923,-0.143495266",27.0,11.0
814,20250131,1142,200020,PBSC_EBIKE,13,2206,"51.5034938,-0.07962099","51.511088,-0.057159",18.0,8.0
815,20250131,200068,991,CLASSIC,12,2206,"51.509943,-0.117619","51.51159481,-0.077121322",26.0,11.0
816,20250131,300059,300061,CLASSIC,5,2206,"51.492221,-0.0625130999999896","51.495598,-0.078893",8.0,5.0
817,20250131,300090,200124,CLASSIC,1,2206,"51.51510818,-0.208565479","51.51323001,-0.211593602",4.0,1.0
818,20250131,1067,200060,PBSC_EBIKE,22,2206,"51.50742485,-0.134621209","51.487196,-0.179369",29.0,20.0
819,20250131,200012,200239,CLASSIC,7,2206,"51.521889,-0.04667","51.51793,-0.067937",14.0,6.0
820,20250131,3452,300056,CLASSIC,37,2206,"51.50963938,-0.131510949","51.51854104,-0.034903714",47.0,29.0
821,20250131,200060,1220,CLASSIC,7,2205,"51.487196,-0.179369","51.49942855,-0.179702476",17.0,6.0
822,20250131,200221,200180,CLASSIC,12,2205,"51.48294452,-0.219346128","51.46706414,-0.193502076",22.0,10.0
823,20250131,1191,3469,CLASSIC,35,2205,"51.52004497,-0.092176447","51.49464523,-0.158105512",40.0,28.0
824,20250131,22176,3500,CLASSIC,19,2205,"51.506946,-0.058681","51.52702563,-0.088542771",32.0,19.0
825,20250131,200047,200248,CLASSIC,13,2205,"51.52568,-0.055312","51.53213,-0.08299",28.0,12.0
826,20250131,3424,200159,CLASSIC,31,2205,"51.51811784,-0.144228881","51.531864,-0.066035",42.0,30.0
827,20250131,3436,1121,CLASSIC,3,2206,"51.50136494,-0.191462381","51.49586666,-0.191933711",12.0,3.0
828,20250131,200003,22177,CLASSIC,8,2204,"51.52388,-0.065076","51.513074,-0.064094",13.0,5.0
829,20250131,200072,200021,CLASSIC,7,2204,"51.514449,-0.077178979","51.504719,-0.063531",14.0,6.0
830,20250131,300234,200143,PBSC_EBIKE,23,2204,"51.541793,-0.00481","51.503143,-0.008428",31.0,22.0
831,20250131,1182,300023,CLASSIC,3,2204,"51.50935342,-0.196422","51.51632095,-0.202608612",15.0,3.0
832,20250131,1077,984,CLASSIC,16,2204,"51.518675,-0.06111","51.51707521,-0.086685542",21.0,7.0
833,20250131,200156,1104,PBSC_EBIKE,18,2204,"51.527152,-0.058005","51.53166681,-0.109914711",31.0,20.0
834,20250131,1220,3496,PBSC_EBIKE,13,2204,"51.49942855,-0.179702476","51.518268,-0.17110323",30.0,12.0
835,20250131,1027,1090,PBSC_EBIKE,52,2204,"51.52334476,-0.183846408","51.52443845,-0.138019439",28.0,17.0
836,20250131,1195,200133,CLASSIC,9,2204,"51.488226,-0.135635511","51.481747,-0.124642",15.0,6.0
837,20250131,200088,300206,CLASSIC,24,2203,"51.507326,-0.145827","51.460232,-0.11537509",29.0,35.0
838,20250131,1164,1033,CLASSIC,4,2203,"51.52071513,-0.14521173","51.52058381,-0.154701411",12.0,4.0
839,20250131,1178,1011,CLASSIC,20,2203,"51.515607,-0.183118788","51.529416,-0.1239443999999991",30.0,21.0
840,20250131,300086,1107,CLASSIC,9,2203,"51.47993289,-0.19411695","51.49418566,-0.18267094",19.0,9.0
841,20250131,1191,980,CLASSIC,16,2203,"51.52004497,-0.092176447","51.52168078,-0.130431727",31.0,15.0
842,20250131,200123,200037,CLASSIC,4,2203,"51.516196,-0.029138","51.518369,-0.043371",8.0,4.0
843,20250131,200012,200135,CLASSIC,6,2203,"51.521889,-0.04667","51.521905,-0.063386",18.0,6.0
844,20250131,1107,3444,CLASSIC,6,2203,"51.49418566,-0.18267094","51.49159394,-0.192369256",11.0,3.0
845,20250131,1191,1082,PBSC_EBIKE,9,2204,"51.52004497,-0.092176447","51.49889832,-0.100440521",30.0,11.0
846,20250131,3423,22158,CLASSIC,18,2202,"51.529857,-0.18348604","51.496468,-0.17379696",,
847,20250131,1131,300092,CLASSIC,10,2202,"51.53266186,-0.099981142","51.53727795,-0.079201849",24.0,9.0
848,20250131,300242,3437,CLASSIC,7,2202,"51.496863,-0.1429434","51.50706909,-0.145904427",20.0,10.0
849,20250131,1107,1183,CLASSIC,3,2202,"51.49418566,-0.18267094","51.49016361,-0.19039362",11.0,3.0
850,20250131,960,1077,CLASSIC,20,2202,"51.50462759,-0.091773776","51.518675,-0.06111",26.0,15.0
851,20250131,200066,200038,CLASSIC,13,2202,"51.505772,-0.016460175","51.520398,-0.026768",20.0,12.0
852,20250131,200066,200099,CLASSIC,10,2202,"51.505772,-0.016460175","51.503083,-0.017676",5.0,1.0
853,20250131,1090,1163,CLASSIC,7,2202,"51.52443845,-0.138019439","51.51251523,-0.133201961",15.0,6.0
854,20250131,1022,300212,CLASSIC,5,2202,"51.52395143,-0.122502346","51.5301998755,-0.122299440803",13.0,3.0
855,20250131,1117,300229,CLASSIC,13,2203,"51.49914063,-0.112031483","51.469202,-0.11902256",26.0,15.0
856,20250131,200215,300037,CLASSIC,13,2203,"51.48606206,-0.214428378","51.49422354,-0.236769936",21.0,9.0
857,20250131,200116,1147,CLASSIC,27,2201,"51.48959104,-0.209378594","51.52557531,-0.179592915",42.0,26.0
858,20250131,1052,1090,CLASSIC,4,2201,"51.51563144,-0.132328837","51.52443845,-0.138019439",9.0,7.0
859,20250131,1052,1090,CLASSIC,4,2201,"51.51563144,-0.132328837","51.52443845,-0.138019439",9.0,7.0
860,20250131,1213,1032,CLASSIC,15,2201,"51.50227992,-0.074189225","51.52452699,-0.079248081",29.0,20.0
861,20250131,200230,200038,CLASSIC,3,2200,"51.525501,-0.032267204","51.520398,-0.026768",8.0,5.0
862,20250131,960,1155,CLASSIC,19,2200,"51.50462759,-0.091773776","51.49206037,-0.132224622",32.0,17.0
863,20250131,1163,200248,PBSC_EBIKE,23,2200,"51.51251523,-0.133201961","51.53213,-0.08299",39.0,22.0
864,20250131,997,1170,CLASSIC,22,2200,"51.521668,-0.079608554","51.49481649,-0.13045856",41.0,23.0
865,20250131,300022,200110,PBSC_EBIKE,8,2200,"51.51148696,-0.218190203","51.51616,-0.18697",20.0,11.0
866,20250131,300081,3430,CLASSIC,14,2200,"51.53932857,-0.074284675","51.515231,-0.07015",24.0,13.0
867,20250131,2696,300249,PBSC_EBIKE,168,2200,"51.50402794,-0.11386436","51.501513,-0.12382322",12.0,4.0
868,20250131,22177,1020,CLASSIC,9,2201,"51.513074,-0.064094","51.5246962,-0.0844393000000138",29.0,17.0
869,20250131,1209,300004,CLASSIC,7,2159,"51.50082346,-0.089740764","51.492668,-0.072350665",16.0,7.0
870,20250131,3452,1196,CLASSIC,12,2159,"51.50963938,-0.131510949","51.49398524,-0.136928582",25.0,11.0
871,20250131,3494,1055,PBSC_EBIKE,12,2159,"51.51918144,-0.140485596","51.53304322,-0.172528678",25.0,11.0
872,20250131,1098,300081,CLASSIC,22,2159,"51.50930161,-0.084985356","51.53932857,-0.074284675",32.0,19.0
873,20250131,3452,1196,CLASSIC,11,2159,"51.50963938,-0.131510949","51.49398524,-0.136928582",25.0,11.0
874,20250131,1077,984,CLASSIC,21,2159,"51.518675,-0.06111","51.51707521,-0.086685542",21.0,7.0
875,20250131,22163,1082,CLASSIC,4,2159,"51.504044,-0.104778","51.49889832,-0.100440521",11.0,4.0
876,20250131,3452,3460,CLASSIC,14,2159,"51.50963938,-0.131510949","51.48985626,-0.141923621",28.0,14.0
877,20250131,22163,1082,CLASSIC,4,2159,"51.504044,-0.104778","51.49889832,-0.100440521",11.0,4.0
878,20250131,960,1155,CLASSIC,19,2200,"51.50462759,-0.091773776","51.49206037,-0.132224622",32.0,17.0
879,20250131,200161,200011,CLASSIC,7,2200,"51.525941,-0.036017","51.519265,-0.021345",9.0,6.0
880,20250131,10624,2679,CLASSIC,10,2158,"51.493146,-0.099828","51.498585,-0.068981764",20.0,12.0
881,20250131,1163,200096,CLASSIC,3,2158,"51.51251523,-0.133201961","51.506613,-0.142844",10.0,4.0
882,20250131,1035,1085,CLASSIC,9,2158,"51.522511,-0.162298","51.51457763,-0.158264483",17.0,4.0
883,20250131,300056,200150,CLASSIC,6,2158,"51.51854104,-0.034903714","51.521564,-0.022694",18.0,5.0
884,20250131,200151,1161,CLASSIC,4,2158,"51.531091,-0.075901","51.518908,-0.079249",13.0,5.0
885,20250131,3499,1001,CLASSIC,8,2158,"51.49980661,-0.176415994","51.49372451,-0.198286569",22.0,8.0
886,20250131,982,1033,CLASSIC,16,2158,"51.51795029,-0.108657431","51.52058381,-0.154701411",26.0,15.0
887,20250131,1089,200010,CLASSIC,4,2158,"51.49396755,-0.17873226","51.486892,-0.170983",11.0,4.0
888,20250131,200024,200093,CLASSIC,14,2158,"51.53385,-0.06992","51.534776,-0.071881",3.0,1.0
889,20250131,1116,200248,PBSC_EBIKE,35,2158,"51.49536226,-0.185296516","51.53213,-0.08299",48.0,40.0
890,20250131,2667,300083,CLASSIC,5,2158,"51.500845,-0.074704305","51.50630441,-0.087262995",14.0,4.0
891,20250131,992,3439,CLASSIC,9,2158,"51.52836014,-0.104724625","51.5262503,-0.123509611",25.0,6.0
892,20250131,1007,1127,CLASSIC,18,2157,"51.51477076,-0.12221963","51.5333196,-0.1117811999999958",29.0,11.0
893,20250131,300246,3445,CLASSIC,28,2157,"51.50621,-0.114842","51.5263778,-0.078130921",39.0,19.0
894,20250131,996,200039,CLASSIC,6,2157,"51.50069491,-0.094524319","51.495656,-0.114605",14.0,8.0
895,20250131,300214,22170,CLASSIC,10,2157,"51.505461,-0.10454093","51.488852,-0.105593",19.0,9.0
896,20250131,2696,998,PBSC_EBIKE,7,2157,"51.50402794,-0.11386436","51.49288067,-0.114934001",16.0,7.0
897,20250131,3507,1022,CLASSIC,6,2156,"51.519572,-0.13214036","51.52395143,-0.122502346",13.0,5.0
898,20250131,1205,300209,CLASSIC,8,2156,"51.4908679,-0.116911864","51.4765900593,-0.118256789081",23.0,9.0
899,20250131,200102,1077,CLASSIC,5,2156,"51.521564,-0.039264","51.518675,-0.06111",11.0,6.0
900,20250131,1009,300021,CLASSIC,56,2156,"51.52505093,-0.131161087","51.538718,-0.011889482",46.0,40.0
901,20250131,1087,972,CLASSIC,22,2156,"51.49320445,-0.144132875","51.52554222,-0.138231303",25.0,23.0
902,20250131,1227,1099,CLASSIC,6,2156,"51.51348,-0.17977","51.5233534,-0.175116099",17.0,7.0
903,20250131,200183,200196,CLASSIC,8,2156,"51.4795017,-0.141770709","51.47084722,-0.17070367",12.0,14.0
904,20250131,300019,200191,PBSC_EBIKE,12,2156,"51.464786,-0.215618902","51.45787019,-0.174691623",27.0,14.0
905,20250131,1006,300249,CLASSIC,12,2156,"51.51863,-0.1326763000000141","51.501513,-0.12382322",27.0,10.0
906,20250131,200231,1155,PBSC_EBIKE,3,2156,"51.49764,-0.12597218","51.49206037,-0.132224622",14.0,4.0
907,20250131,200193,22170,CLASSIC,16,2155,"51.50215353,-0.083632928","51.488852,-0.105593",25.0,12.0
908,20250131,200166,200218,PBSC_EBIKE,9,2155,"51.494499,-0.228188","51.504199,-0.210941",24.0,8.0
909,20250131,1130,300221,PBSC_EBIKE,21,2155,"51.53088935,-0.176770502","51.4835074867,-0.147714557371",41.0,27.0
910,20250131,200250,200162,CLASSIC,5,2155,"51.520893,-0.051394","51.5142228,-0.055656",20.0,3.0
911,20250131,1080,1005,CLASSIC,26,2155,"51.51048489,-0.082989638","51.53300545,-0.136792671",38.0,22.0
912,20250131,1005,3423,CLASSIC,18,2155,"51.53300545,-0.136792671","51.529857,-0.18348604",35.0,16.0
913,20250131,10624,300239,CLASSIC,12,2155,"51.493146,-0.099828","51.492807,-0.091938",9.0,2.0
914,20250131,200151,1004,CLASSIC,19,2155,"51.531091,-0.075901","51.5288338,-0.132250369",38.0,26.0
915,20250131,2692,300249,PBSC_EBIKE,173,2155,"51.50391973,-0.11342629","51.501513,-0.12382322",13.0,4.0
916,20250131,1020,3502,CLASSIC,3,2155,"51.5246962,-0.0844393000000138","51.526293,-0.073955",14.0,3.0
917,20250131,200250,200162,CLASSIC,4,2155,"51.520893,-0.051394","51.5142228,-0.055656",20.0,3.0
918,20250131,200183,300073,CLASSIC,5,2155,"51.4795017,-0.141770709","51.47515398,-0.159169801",11.0,9.0
919,20250131,200216,1142,CLASSIC,6,2155,"51.4954,-0.061698585","51.5034938,-0.07962099",15.0,6.0
920,20250131,2692,300249,PBSC_EBIKE,173,2155,"51.50391973,-0.11342629","51.501513,-0.12382322",13.0,4.0
921,20250131,200250,200162,CLASSIC,4,2156,"51.520893,-0.051394","51.5142228,-0.055656",14.0,3.0
922,20250131,300086,200237,CLASSIC,44,2154,"51.47993289,-0.19411695","51.472817,-0.199783",17.0,4.0
923,20250131,1031,2660,PBSC_EBIKE,16,2154,"51.507131,-0.06691","51.51310333,-0.13121385",41.0,20.0
924,20250131,965,22161,CLASSIC,4,2154,"51.49211134,-0.138364847","51.493072,-0.129925",,
925,20250131,3500,200230,CLASSIC,23,2154,"51.52702563,-0.088542771","51.525501,-0.032267204",27.0,22.0
926,20250131,1202,1117,CLASSIC,6,2154,"51.51175646,-0.119643424","51.49914063,-0.112031483",14.0,9.0
927,20250131,200081,200098,CLASSIC,10,2153,"51.4835707,-0.2020387000000028","51.48102131,-0.209973497",11.0,3.0
928,20250131,1028,200121,PBSC_EBIKE,28,2153,"51.50946212,-0.124749274","51.53908372,-0.070329419",42.0,26.0
929,20250131,200145,980,CLASSIC,10,2153,"51.537349,-0.147154","51.52168078,-0.130431727",26.0,10.0
930,20250131,300074,200183,CLASSIC,18,2153,"51.51612862,-0.120909408","51.4795017,-0.141770709",34.0,30.0
931,20250131,1161,1049,CLASSIC,9,2153,"51.518908,-0.079249","51.52600832,-0.096317627",20.0,7.0
932,20250131,22163,200167,CLASSIC,20,2153,"51.504044,-0.104778","51.530326,-0.042744",39.0,25.0
933,20250131,1161,1049,CLASSIC,9,2153,"51.518908,-0.079249","51.52600832,-0.096317627",20.0,7.0
934,20250131,200195,1221,PBSC_EBIKE,17,2153,"51.538792,-0.138535","51.51196,-0.142783033",28.0,18.0
935,20250131,1085,1036,CLASSIC,2,2153,"51.51457763,-0.158264483","51.52026,-0.157183945",9.0,3.0
936,20250131,1089,200060,CLASSIC,5,2152,"51.49396755,-0.17873226","51.487196,-0.179369",13.0,3.0
937,20250131,200068,1135,CLASSIC,12,2152,"51.509943,-0.117619","51.48483991,-0.138089062",35.0,14.0
938,20250131,300200,300234,CLASSIC,9,2152,"51.546326,-0.00993526","51.541793,-0.00481",12.0,3.0
939,20250131,1107,200081,CLASSIC,9,2152,"51.49418566,-0.18267094","51.4835707,-0.2020387000000028",19.0,7.0
940,20250131,200147,200156,CLASSIC,9,2151,"51.514115,-0.033828","51.527152,-0.058005",26.0,10.0
941,20250131,300253,2667,CLASSIC,4,2151,"51.497995,-0.063471392","51.500845,-0.074704305",7.0,3.0
942,20250131,300253,2667,CLASSIC,4,2151,"51.497995,-0.063471392","51.500845,-0.074704305",7.0,3.0
943,20250131,1171,200230,CLASSIC,9,2151,"51.518154,-0.062697","51.525501,-0.032267204",15.0,11.0
944,20250131,200033,22177,CLASSIC,3,2151,"51.515256,-0.058641","51.513074,-0.064094",9.0,2.0
945,20250131,200158,300081,CLASSIC,3,2151,"51.534464,-0.076341","51.53932857,-0.074284675",9.0,3.0
946,20250131,3493,300069,CLASSIC,17,2151,"51.50923,-0.1512899999999888","51.48795853,-0.187404506",32.0,18.0
947,20250131,10629,961,CLASSIC,17,2151,"51.499169,-0.055846029","51.50368837,-0.098497684",25.0,13.0
948,20250131,200021,1031,CLASSIC,1,2152,"51.504719,-0.063531","51.507131,-0.06691",4.0,1.0
949,20250131,200230,200247,CLASSIC,5,2152,"51.525501,-0.032267204","51.528869,-0.047548",16.0,8.0
950,20250131,991,200032,PBSC_EBIKE,15,2150,"51.51159481,-0.077121322","51.483145,-0.113134",30.0,22.0
951,20250131,3446,200142,CLASSIC,9,2150,"51.50173726,-0.184980612","51.493267,-0.21985",16.0,10.0
952,20250131,960,200149,PBSC_EBIKE,8,2150,"51.50462759,-0.091773776","51.511542,-0.056667",23.0,13.0
953,20250131,300014,200077,CLASSIC,5,2150,"51.46663393,-0.169821175","51.47287627,-0.176267008",14.0,3.0
954,20250131,22158,300079,PBSC_EBIKE,8,2151,"51.496468,-0.17379696","51.515117,-0.17371276",29.0,10.0
955,20250131,1000,300242,PBSC_EBIKE,63,2150,"51.48591714,-0.124469948","51.496863,-0.1429434",18.0,10.0
956,20250131,200190,300073,CLASSIC,2,2150,"51.47761941,-0.149551631","51.47515398,-0.159169801",11.0,2.0
957,20250131,1127,22171,CLASSIC,14,2149,"51.5333196,-0.1117811999999958","51.51824,-0.11655",24.0,7.0
958,20250131,2683,1044,CLASSIC,33,2149,"51.49188409,-0.125674815","51.51573534,-0.093080779",40.0,17.0
959,20250131,200184,300087,CLASSIC,3,2149,"51.47946386,-0.195777222","51.47514228,-0.187278987",12.0,3.0
960,20250131,2679,22169,CLASSIC,17,2149,"51.498585,-0.068981764","51.524564,-0.116279",37.0,21.0
961,20250131,1000,200211,CLASSIC,13,2149,"51.48591714,-0.124469948","51.472993,-0.133972",13.0,11.0
962,20250131,3452,1081,CLASSIC,28,2148,"51.50963938,-0.131510949","51.53450449,-0.106992706",31.0,17.0
963,20250131,1160,300211,PBSC_EBIKE,24,2148,"51.50810309,-0.12602103","51.5293,-0.12827903",25.0,13.0
964,20250131,3445,200112,CLASSIC,20,2148,"51.5263778,-0.078130921","51.54211855,-0.028941601",32.0,18.0
965,20250131,300207,300209,CLASSIC,5,2148,"51.464995,-0.13090885","51.4765900593,-0.118256789081",16.0,9.0
966,20250131,1127,22171,CLASSIC,14,2148,"51.5333196,-0.1117811999999958","51.51824,-0.11655",25.0,7.0
967,20250131,3446,1107,CLASSIC,10,2148,"51.50173726,-0.184980612","51.49418566,-0.18267094",6.0,3.0
968,20250131,200136,300241,CLASSIC,58,2148,"51.514767,-0.225787","51.5372406,-0.1248074000000087",47.0,44.0
969,20250131,3452,300031,CLASSIC,22,2149,"51.50963938,-0.131510949","51.53638435,-0.102757578",32.0,19.0
970,20250131,3482,1064,CLASSIC,20,2147,"51.52200801,-0.151359288","51.525615,-0.0885326000000077",33.0,25.0
971,20250131,1107,300058,CLASSIC,5,2147,"51.49418566,-0.18267094","51.48512191,-0.174971902",14.0,4.0
972,20250131,300015,300229,CLASSIC,3,2147,"51.47250956,-0.122831913","51.469202,-0.11902256",6.0,2.0
973,20250131,300222,2701,CLASSIC,9,2147,"51.518093,-0.0914017","51.528187,-0.075375",21.0,10.0
974,20250131,1127,22171,CLASSIC,15,2147,"51.5333196,-0.1117811999999958","51.51824,-0.11655",25.0,7.0
975,20250131,1078,1121,PBSC_EBIKE,25,2148,"51.49488108,-0.117974901","51.49586666,-0.191933711",42.0,28.0
976,20250131,1004,200072,PBSC_EBIKE,20,2147,"51.5288338,-0.132250369","51.514449,-0.077178979",30.0,22.0
977,20250131,1220,300077,PBSC_EBIKE,17,2147,"51.49942855,-0.179702476","51.46745485,-0.172293499",33.0,15.0
978,20250131,200037,200123,CLASSIC,5,2146,"51.518369,-0.043371","51.516196,-0.029138",10.0,4.0
979,20250131,200148,22178,CLASSIC,26,2146,"51.520019,-0.05438","51.513757,-0.020467",22.0,12.0
980,20250131,200148,22178,CLASSIC,26,2146,"51.520019,-0.05438","51.513757,-0.020467",22.0,12.0
981,20250131,200240,300063,PBSC_EBIKE,12,2146,"51.464019,-0.11578197","51.48224,-0.0942844",23.0,12.0
982,20250131,1006,3439,CLASSIC,8,2147,"51.51863,-0.1326763000000141","51.5262503,-0.123509611",22.0,5.0
983,20250131,300031,200017,CLASSIC,41,2147,"51.53638435,-0.102757578","51.511654,-0.179668",39.0,29.0
984,20250131,1225,300097,CLASSIC,21,2145,"51.517703,-0.154106","51.491026,-0.209121",44.0,25.0
985,20250131,972,300235,CLASSIC,12,2145,"51.52554222,-0.138231303","51.541596,-0.12544145",18.0,13.0
986,20250131,3428,200105,CLASSIC,11,2145,"51.5341235,-0.129386874","51.541603,-0.138853",8.0,4.0
